TesterID:	Maccor#2				
Channel Number:	60				
TestName:	KAI_Zelltest_regulaer_fix_no_degass.000				
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t				
StartDateTime:	44888,6412314931				
Comment:					
					
					
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	Date
0		1,90325E-7		4,2054E-8	44889,4642745255
1	0,530111689822	0,454475443726	1,971166210194	1,667944478874	44889,9124232755
2	0,458111221319	0,455049717937	1,72056541809	1,670703993582	44890,3354499884
3	0,469730262653	2,21055E-7	1,768302028899	7,1267E-7	44890,8305472801
4	2,54317031611607E-13	2,28671E-7	9,54075961301644E-13	7,43846E-7	44891,1374302431
5	0,459184922221	0,457908597384	1,737090912655	1,682205141051	44891,4060461921
6	0,457913481513	0,457013776142	1,731885552981	1,679133361698	44891,6809759259
7	0,456687065809	0,45602583438	1,726950006861	1,675624467193	44891,9548154167
8	0,455770241777	0,433439923028	1,723268048115	1,567449690153	44892,1444077662
9	0,433214045859	0,432432481712	1,645117034851	1,563890201726	44892,3275741551
10	0,43220268133	0,431747926175	1,641206435776	1,561411234514	44892,5101389236
11	0,431503734269	0,363839724788	1,638445687634	1,286629996621	44892,6700316435
12	0,363703733487	0,364991918693	1,398347766397	1,291509510816	44892,8113778819
13	0,36483061521	0,36472065122	1,402163865319	1,290733152625	44892,9530685995
14	0,364574595151	0,44897021849	1,401033215852	1,650440170136	44893,1990500116
15	0,448714422004	0,449766046197	1,696239275436	1,653369428066	44893,4680567593
16	0,449144309784	2,27188E-7	1,697389824516	7,23054E-7	44893,7532601042
17	0,395930778961	0,39669136077	1,503639868762	1,437493149411	44893,9025033218
18	0,395742220684	0,396106897426	1,502618333744	1,435114421464	44894,058451713
19	0,395539471094	0,395748999827	1,501615171904	1,433679676683	44894,2142851157
20	0,369936446421	0,360621938066	1,432657665177	1,29835981793	44894,3417977199
21	0,359698638397	0,351171454529	1,392432437195	1,264708737438	44894,4663083681
22	0,350726590396	2,05796E-7	1,357882998563	6,28265E-7	44894,5953735417
23	3,17896289514509E-13	0,244227096493	1,18891223455985E-12	0,857343499569	44894,8719011574
24	0,425318304386	0,417517886719	1,63613982582	1,51025390811	44894,9802246412
25	0,417620583805	0,416808880505	1,609652133495	1,507790326973	44895,087486169
26	0,416887366048	0,416285657335	1,606875234228	1,505939323803	44895,1945671759
27	0,416296964147	0,415793570199	1,604643370158	1,504186693686	44895,3014039468
28	0,415817790079	0,41536356821	1,602752202993	1,502652437226	44895,4081325579
29	0,415324976817	0,414930795223	1,600979221103	1,501117485987	44895,5147383565
30	0,414879221622	0,41454068434	1,599264023971	1,499715631436	44895,6211514815
31	0,414523399757	0,414198421727	1,597919542571	1,498491162661	44895,7275907292
32	0,414134717765	0,41384580438	1,596444427674	1,497205319608	44895,8338049884
33	0,413766774172	0,413500999868	1,595033839207	1,495972184825	44895,9399055903
34	0,413448872478	0,413196165936	1,593838432776	1,49488165447	44896,0459862963
35	0,41316142421	0,412919725021	1,59276366315	1,49389997054	44896,1521348727
36	0,412828216553	0,412611008941	1,591499639847	1,492776322641	44896,2580967014
37	0,412650149655	0,412443159064	1,590875753628	1,492134344518	44896,3641282407
38	0,412248838279	0,4120672431	1,589318199789	1,490804040928	44896,4700227431
39	0,411948312378	0,411887440959	1,588189675692	1,490365830675	44896,5761363657
40	0,411822561411	0,411559625458	1,587607238755	1,488935589514	44896,6818234259
41	0,411456897713	0,41129868792	1,586308192458	1,48802202661	44896,7875433565
42	0,411229486231	0,411075231202	1,585445607299	1,487220205324	44896,8932283681
43	0,41095285573	0,410818295976	1,584408795556	1,486280622836	44896,9987561574
44	0,410738169704	0,41061154047	1,583594255549	1,485548822249	44897,1042815278
45	0,410492867542	0,410354502457	1,582663680291	1,48459958061	44897,2097100926
46	0,410243583782	0,410128472896	1,581703481274	1,483781172011	44897,3149824537
47	0,409989664731	0,409870199966	1,580746567246	1,482823575747	44897,4202323032
48	0,409829116447	0,409722883436	1,580159481756	1,482303457763	44897,5254613542
49	0,409553973798	0,409456815048	1,57910506042	1,481346883317	44897,6306363194
50	0,409343782105	0,409284773395	1,578303304036	1,481003388279	44897,7361042361
51	0,409194481337	0,409078379442	1,577745806981	1,479973980158	44897,8413260764
52	0,408918514681	0,408836860067	1,576683856153	1,479100426285	44897,9463002431
53	0,408702712613	0,408632766835	1,575860726301	1,478354428458	44898,0512099769
54	0,408511474235	0,408446790087	1,575136400275	1,477671106682	44898,1560317361
55	0,408269897028	0,408220710725	1,574213801516	1,476832982759	44898,260668125
56	0,408227876544	0,408162626412	1,574089910949	1,476587796141	44898,3654352199
57	0,408030646948	0,407984404214	1,573328734355	1,475976961049	44898,4702302546
58	0,407816796159	0,407776406368	1,572474823689	1,47517925128	44898,575111956
59	0,407701874244	0,40765885044	1,572098418536	1,474744528163	44898,6800581019
60	0,4075400622	0,4075077395	1,571500799913	1,474218431548	44898,7848691435
61	0,407284850626	0,407262335645	1,570469123955	1,473349763645	44898,8894198148
62	0,407093858248	0,407076313121	1,569751636958	1,47268102351	44898,9938714005
63	0,406972174288	0,406942005119	1,5692876077	1,472200273975	44899,0984428241
64	0,406775195853	0,406759965836	1,568530663482	1,471522644796	44899,2028108796
65	0,406661432396	0,406641091063	1,568103195949	1,471105299215	44899,3072388657
66	0,406472053885	0,406455055399	1,567358796788	1,470384975851	44899,4115049074
67	0,406397480091	0,406377551222	1,567079765822	1,470084042683	44899,5159181482
68	0,406303806889	0,406276859693	1,566711685454	1,469687918269	44899,6202959375
69	0,406127924264	0,406138587737	1,566008609431	1,46918160784	44899,7245873727
70	0,405893305532	0,405908741725	1,565063619224	1,468385260057	44899,828683125
71	0,405782575207	0,40579626917	1,564723025219	1,46801147376	44899,9328268171
72	0,405631909027	0,405643870537	1,564126042729	1,467454688047	44900,0369235417
73	0,40549865235	2,38009E-7	1,563616556075	7,63851E-7	44900,1480073843
74	4,00549324788281E-13	0,234532586231	1,49842539494429E-12	0,823205381559	44900,4145261574
75	0,412759804138	0,406225158736	1,58842158602	1,4695509342	44900,5195943518
76	0,406101805279	0,405975869766	1,565668743656	1,468653240307	44900,6238056481
77	0,405783113073	0,405826002222	1,564423421219	1,468359175462	44900,7278492477
78	0,405739455121	0,405611660014	1,564207740573	1,467384827314	44900,8319792245
79	0,405439865815	0,40542304727	1,563068856519	1,46672800112	44900,9359721759
80	0,405262953205	0,405248687304	1,562393303989	1,466099522326	44901,0399268981
81	0,405078116644	0,405074279652	1,561706206059	1,465457144632	44901,1437758912
82	0,404920190633	0,404915350581	1,561105039302	1,464871800448	44901,2475630787
83	0,404807225451	0,404805655803	1,560703573543	1,464476019841	44901,3514027894
84	0,404632285343	0,40463902008	1,560052986817	1,463864593766	44901,4551739468
85	0,40447432335	0,404482736967	1,559453825022	1,46326494649	44901,5588338194
86	0,404333799823	0,404353553027	1,558919071898	1,462789335917	44901,6625138079
87	0,40420162154	0,404219263248	1,558449171318	1,462321612255	44901,7661820949
88	0,404049870083	0,404075903679	1,557841550776	1,461788684823	44901,8697677431
89	0,403952989342	0,403964730898	1,557483447196	1,461401498033	44901,9734376042
90	0,403811255833	0,403833012689	1,556947134103	1,46090177478	44902,0770148495
91	0,40366071539	0,403692220024	1,556380158687	1,460397033706	44902,1805512384
92	0,40355643033	0,403587674747	1,556005752806	1,460016945724	44902,2840755324
93	0,403365420998	0,403405538608	1,555255527013	1,459412274883	44902,3874486111
94	0,403320993918	0,403511409307	1,554405214516	1,460055981786	44902,4904307407
95	0,403363275971	0,403382210746	1,555009777084	1,459446414697	44902,593756875
96	0,403232504182	0,403276308258	1,554573703423	1,459045168839	44902,697161331
97	0,403057588585	0,403112256818	1,553922748307	1,458415304024	44902,8003453357
98	0,403004885507	0,403046468393	1,553693549961	1,458213805508	44902,9035820949
99	0,402893554074	0,402923708503	1,553286562691	1,457748358131	44903,0068309259
100	0,402780585949	0,402808796413	1,552890340927	1,457316147358	44903,1101141898
101	0,402645908931	0,402684739295	1,552381851773	1,456838434945	44903,2133577662
102	0,402537886967	0,402564577041	1,551986878342	1,456369879243	44903,3165490509
103	0,402391161001	0,402391571946	1,551490833515	1,455660440703	44903,4197153935
104	0,402229026717	0,402258512003	1,550912091809	1,455170884432	44903,5228406829
105	0,402116372759	0,402161662779	1,55043235985	1,454807287949	44903,6259221181
106	0,402010735414	0,402011799476	1,550110446851	1,45419154543	44903,7289846991
107	0,401889405262	0,40196015362	1,549688131657	1,454052135933	44903,8320665972
108	0,401782159851	0,401830929839	1,54925516993	1,45361166052	44903,9351823843
109	0,401659416677	0,401694060439	1,54881186691	1,453096762928	44904,0381977083
110	0,401533012886	0,401577841371	1,548357946486	1,452671583726	44904,1412359606
111	0,401408611195	0,40145771896	1,547893919986	1,452222156384	44904,2441719097
112	0,401317881895	0,401351751412	1,547582574762	1,451819920691	44904,3472010532
113	0,40109590245	0,401134821106	1,546816028552	1,450993683392	44904,4501704745
114	0,40103351341	0,401063678882	1,546524650712	1,450638641547	44904,5530705556
115	0,400978926168	0,401000451006	1,546414512553	1,450334349591	44904,6560770602
116	0,400845120995	0,400934607267	1,545924181286	1,450185971631	44904,7589584375
117	0,400735406936	0,400802862778	1,545471381391	1,449723321699	44904,8618607523
118	0,400579780143	0,400650422395	1,544858289253	1,449165975162	44904,9646034259
119	0,400513959499	0,400571638795	1,544637023215	1,448871723925	44905,0674854051
120	0,400364752866	0,400421773794	1,544061544079	1,448319017855	44905,1701752662
121	0,400269430146	0,400341684912	1,543723417291	1,448019595933	44905,2729221644
