TesterID:	Maccor#2														
Channel Number:	58														
TestName:	KAI_Zelltest_regulaer_fix_no_degass_flag.000														
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t														
StartDateTime:	45056,3182120486														
Comment:															
															
									Charge			Discharge			
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	ACR	DCIR	V1_Start	V1_End	V1_Min	V1_Max	V1_Start	V1_End	V1_Min	V1_Max	Date
0		2,67045E-7		6,4455E-8	0	0					-0,00084642181172967	-0,00084642181172967	-0,00084642181172967	-0,00084642181172967	45057,5683511574
1	0,517566521077	0,44274376634	1,925170677819	1,620704027018	0	0	-0,00084642181172967	-0,00084642181172967	-0,00116296834312379	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45058,0056286574
2	0,445457296521	0,44238313077	1,67423559679	1,619318179682	0	0	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45058,4173171181
3	0,459434174328	3,51393E-7	1,732383995197	1,131215E-6	0	0	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45058,9046731019
4	1,27158515805803E-13	3,40783E-7	4,78100302881747E-13	1,108022E-6	0,052140343934	0,148275896907	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	45059,2093553009
5	0,449017747915	0,44789027299	1,703074654437	1,638974602807	0,052140343934	0,148275896907	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45059,4752757755
6	0,447620298125	0,44640402308	1,69860362667	1,632784512981	0,052140343934	0,148275896907	-0,00084642181172967	-0,000688148604240268	-0,00116296834312379	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45059,7480848727
7	0,446141466178	0,445711580331	1,693301043325	1,630359898881	0,052140343934	0,148275896907	-0,000529875338543206	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45060,0201457523
8	0,445324927578	0,401545620013	1,689842511389	1,444910079553	0,052140343934	0,148275896907	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45060,2074240162
9	0,339581623883	0,331816464695	1,29705140247	1,187071497285	0,052140343934	0,148275896907	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45060,3560709491
10	0,393671172393	0,339641274146	1,509499108975	1,220238484235	0,052140343934	0,148275896907	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45060,5243482292
11	0,339666283058	0,229598238694	1,301786683262	0,809671633968	0,052140343934	0,148275896907	-0,000529875338543206	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45060,6571401389
12	0,229599388714	0,22422483539	0,897160692219	0,79250465565	0,052140343934	0,148275896907	-0,00084642181172967	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000688148604240268	-0,00116296834312379	-0,000529875338543206	45060,7569381829
13	0,223127733223	0,223566125881	0,87253292827	0,790242954969	0,052140343934	0,148275896907	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000688148604240268	-0,00116296834312379	-0,000371602072846144	45060,8538363194
14	0,223563405222	0,43631941169	0,874060340004	1,589239879792	0,052140343934	0,148275896907	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45061,058052581
15	0,43767940632	0,438879777208	1,657028666043	1,610160507979	0,052140343934	0,148275896907	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	45061,3222401852
16	0,438432337853	3,28915E-7	1,659664007	1,046902E-6	0,052140343934	0,148275896907	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45061,594041169
17	0,381219106478	0,3821436963	1,454126315594	1,378387189253	0,052140343934	0,148275896907	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45061,7380515856
18	0,380727029938	0,3813079069	1,456024446244	1,376876692911	0,052140343934	0,148275896907	-0,00100469507742673	-0,000688148604240268	-0,00116296834312379	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	45061,8886738889
19	0,379102113655	0,379322437963	1,444416226608	1,367112958349	0,052140343934	0,148275896907	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45062,0386135648
20	0,347324393526	0,340669998159	1,355185642532	1,22057763584	0,052140343934	0,148275896907	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45062,1597454745
21	0,34273379076	0,333667766596	1,332893645711	1,196037304225	0,052140343934	0,148275896907	-0,000529875338543206	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000371602072846144	45062,2787861343
22	0,334438638268	3,71314E-7	1,302940053058	1,140017E-6	0,052140343934	0,148275896907	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45062,402633831
23	2,16169476869866E-13	0,240259179203	8,10124022831627E-13	0,842102844811	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00084642181172967	-0,000529875338543206	-0,00084642181172967	-0,00100469507742673	-0,00100469507742673	-0,000529875338543206	45062,6748518981
24	0,414134633437	0,404272303371	1,602681564746	1,455611526398	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000371602072846144	45062,7831414005
25	0,404344560853	0,401559805818	1,566690324728	1,445079491049	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45062,8902533912
26	0,365444189457	0,317325631177	1,411266760404	1,136889011564	0,050341915339	0,123274594545	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45062,9842991204
27	0,317311441698	0,316495180104	1,234956910394	1,133927070623	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45063,0737275232
28	0,316811510551	0,316004199885	1,232821166513	1,132419032866	0,050341915339	0,123274594545	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45063,1627540394
29	0,314883282174	0,313751638494	1,226438382528	1,124099546266	0,050341915339	0,123274594545	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	45063,2517293866
30	0,314489412284	0,312533615474	1,225182445456	1,119680306585	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	45063,341185463
31	0,312946740949	0,311067616394	1,219596374874	1,114653127927	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45063,4293502199
32	0,311143210269	0,310302953748	1,212905982055	1,112123850425	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000529875338543206	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45063,5176665741
33	0,310351095863	0,310017527811	1,209915344853	1,110871022513	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00116296834312379	-0,000371602072846144	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45063,6061278588
34	0,345431850974	0,394229722469	1,353063730472	1,418501752373	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,00084642181172967	-0,00116296834312379	-0,000529875338543206	45063,7076763426
35	0,394212977059	0,392488650696	1,529978506987	1,412517161324	0,050341915339	0,123274594545	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	45063,8135123264
36	0,392536412793	0,394370615797	1,526929959535	1,420835840797	0,050341915339	0,123274594545	-0,000529875338543206	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45063,9186377778
37	0,394369335734	0,394302059557	1,529016033021	1,421196637392	0,050341915339	0,123274594545	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45064,0230256134
38	0,394190843855	0,39420654253	1,52732271812	1,420894217765	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45064,1269436227
39	0,394172717516	0,393334683772	1,526956269432	1,417571690548	0,050341915339	0,123274594545	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,000529875338543206	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45064,2309669907
40	0,393287831621	0,393159021699	1,524093434611	1,417790117327	0,050341915339	0,123274594545	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45064,3346129398
41	0,393085347429	0,392563536677	1,52246346017	1,415146272527	0,050341915339	0,123274594545	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,00084642181172967	-0,000529875338543206	-0,00100469507742673	-0,000371602072846144	45064,4380863542
42	0,392479438663	0,392134810088	1,520849768204	1,413541909673	0,050341915339	0,123274594545	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45064,5416168287
43	0,392083568943	0,391514757615	1,519298293301	1,411414935839	0,050341915339	0,123274594545	-0,000688148604240268	-0,000529875338543206	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45064,6450509722
44	0,39140493465	0,391178925406	1,516965857005	1,409859991453	0,050341915339	0,123274594545	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,000529875338543206	-0,00100469507742673	-0,00100469507742673	-0,000371602072846144	45064,7482586574
45	0,391073401349	0,390956740908	1,516083571677	1,40920899241	0,050341915339	0,123274594545	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45064,8515661921
46	0,390902851276	0,390238679103	1,515145405035	1,406332798515	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000529875338543206	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	45064,954796713
47	0,390165460646	0,389831786899	1,51248065333	1,404915143004	0,050341915339	0,123274594545	-0,00084642181172967	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,00084642181172967	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45065,0580261806
48	0,389747159813	0,390048827201	1,511087004579	1,406481631985	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000529875338543206	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	45065,1608846644
49	0,389958774361	0,389876915456	1,511216565174	1,406278690843	0,050341915339	0,123274594545	-0,000688148604240268	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	45065,2638682407
50	0,389721582896	0,389258359851	1,51000353341	1,40370895976	0,050341915339	0,123274594545	-0,00084642181172967	-0,000529875338543206	-0,00100469507742673	-0,000371602072846144	-0,000529875338543206	-0,000688148604240268	-0,00100469507742673	-0,000371602072846144	45065,3663405324
51	0,389162092568	0,389151019838	1,507866083695	1,403245798683	0,050341915339	0,123274594545	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000371602072846144	-0,000688148604240268	-0,00084642181172967	-0,00100469507742673	-0,000529875338543206	45065,4688952431
