TesterID:	Maccor#2						
Channel Number:	62						
TestName:	KAI_Zelltest_regulaer_fix_no_degass_flag.000						
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t						
StartDateTime:	45007,4453206481						
Comment:							
							
							
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	ACR	DCIR	Date
23	0	0,242344455115	0	0,849951261702	0,04367852211	0,113792903721	45012,9349529977
24	0,417899811564	0,40910041005	1,609810127115	1,476244710721	0,04367852211	0,113792903721	45013,0424097338
25	0,409352019853	0,408370516147	1,580359423844	1,473748942859	0,04367852211	0,113792903721	45013,1487764931
26	0,408570940964	0,40781384287	1,577328303681	1,471868388853	0,04367852211	0,113792903721	45013,2549699306
27	0,40801924765	0,407354072222	1,575180209194	1,470321787162	0,04367852211	0,113792903721	45013,3611289583
28	0,40748091311	0,406894226975	1,573080286186	1,468725224741	0,04367852211	0,113792903721	45013,4669719329
29	0,407015952491	0,406486074421	1,571256398939	1,467298185633	0,04367852211	0,113792903721	45013,5726455208
30	0,406625484564	0,406129606714	1,569712429094	1,466092316382	0,04367852211	0,113792903721	45013,6782150579
31	0,406265073103	0,405804089817	1,568307119475	1,464965428083	0,04367852211	0,113792903721	45013,7837016898
32	0,405903921923	0,405473460088	1,566874199209	1,463811548128	0,04367852211	0,113792903721	45013,8890385764
33	0,40559803705	0,405186669527	1,565667312048	1,462807331845	0,04367852211	0,113792903721	45013,9943526157
34	0,405262284864	0,404885803153	1,564353483856	1,461754045333	0,04367852211	0,113792903721	45014,0994978125
35	0,404972524535	0,404605464406	1,563213603529	1,46076464631	0,04367852211	0,113792903721	45014,2045665625
36	0,404698079742	0,40435364625	1,562119649424	1,459877230875	0,04367852211	0,113792903721	45014,3095141435
37	0,404471365331	0,404128828723	1,561247242518	1,459098242496	0,04367852211	0,113792903721	45014,4145306829
38	0,404206453118	0,403880896743	1,560197941035	1,458212706944	0,04367852211	0,113792903721	45014,5194125926
39	0,404002884023	0,403693571057	1,559374949534	1,457568266014	0,04367852211	0,113792903721	45014,624305081
40	0,403761783898	0,403458458779	1,55840768193	1,456751342097	0,04367852211	0,113792903721	45014,7291013657
41	0,403553502807	0,403275106796	1,557608270663	1,456105524626	0,04367852211	0,113792903721	45014,8338811806
42	0,403314591356	0,403028410164	1,556632153056	1,455216422639	0,04367852211	0,113792903721	45014,9384143287
43	0,403125038384	0,402837206145	1,555895109848	1,454537443339	0,04367852211	0,113792903721	45015,0429561458
44	0,402877810825	0,402611208161	1,554917689255	1,453733654789	0,04367852211	0,113792903721	45015,1473682986
45	0,402673532944	0,402422561934	1,554113899382	1,453051397841	0,04367852211	0,113792903721	45015,2516751042
46	0,402551797554	0,402302471737	1,55364535298	1,452665072121	0,04367852211	0,113792903721	45015,3562250231
47	0,402297463496	0,402035121595	1,552650202198	1,451673862758	0,04367852211	0,113792903721	45015,4604177315
48	0,402109355912	0,401880094807	1,551903230595	1,451120536246	0,04367852211	0,113792903721	45015,564580544
49	0,40198406826	0,40175991687	1,551399039718	1,450715896541	0,04367852211	0,113792903721	45015,6688611343
50	0,401824935706	0,401592096663	1,550771955228	1,450117079844	0,04367852211	0,113792903721	45015,7730550231
51	0,401644690467	0,401426782751	1,550042160822	1,449513231564	0,04367852211	0,113792903721	45015,8772197106
52	0,401464909391	0,401251122376	1,54935084037	1,448867957987	0,04367852211	0,113792903721	45015,9813528241
53	0,401284284709	0,40108190385	1,548633939089	1,448257730478	0,04367852211	0,113792903721	45016,0853547338
54	0,401171644569	0,400975937148	1,548191999092	1,447883704615	0,04367852211	0,113792903721	45016,1894198032
55	0,400977359308	0,400795073448	1,547404389481	1,447238491144	0,04367852211	0,113792903721	45016,293258588
56	0,400868970031	0,400665993353	1,546993471974	1,446783223526	0,04367852211	0,113792903721	45016,3972425926
57	0,400710845344	0,400516120512	1,54640124191	1,446226890286	0,04367852211	0,113792903721	45016,5011735764
58	0,40052485691	0,400335329926	1,545659709218	1,445565999065	0,04367852211	0,113792903721	45016,604882581
59	0,40044889597	0,400278439418	1,545349030465	1,445389523221	0,04367852211	0,113792903721	45016,7087259491
60	0,400344396461	0,400159663828	1,544943812425	1,44497112168	0,04367852211	0,113792903721	45016,8126907176
61	0,400137904271	0,399974998085	1,544115674723	1,444275760634	0,04367852211	0,113792903721	45016,9163082407
62	0,400064416571	0,399883294756	1,543836285456	1,443948356567	0,04367852211	0,113792903721	45017,020115463
63	0,39988921141	0,399717889713	1,543155256702	1,443352199894	0,04367852211	0,113792903721	45017,1237574537
64	0,399764763717	0,399610755063	1,5426818891	1,442968656625	0,04367852211	0,113792903721	45017,2273901852
65	0,399667642542	0,39949832892	1,542302506477	1,442565998444	0,04367852211	0,113792903721	45017,3310462731
66	0,39952123173	0,399362672189	1,54172421425	1,442046388758	0,04367852211	0,113792903721	45017,4346236343
67	0,399386254565	0,399232268376	1,541194084119	1,441571100704	0,04367852211	0,113792903721	45017,5381095139
68	0,399288943572	0,399137930959	1,540795134332	1,441234025922	0,04367852211	0,113792903721	45017,6416588542
69	0,399165455623	0,399008773299	1,540312581037	1,440757909142	0,04367852211	0,113792903721	45017,7451254167
70	0,399054651962	0,398908071384	1,539880569852	1,440401811096	0,04367852211	0,113792903721	45017,8485879514
71	0,398936575709	0,398773705099	1,539437795166	1,43990141408	0,04367852211	0,113792903721	45017,9520646759
72	0,398798972824	0,398671665054	1,538911430354	1,439528131115	0,04367852211	0,113792903721	45018,0554438079
73	0,398693212463	1,38611E-7	1,538485571718	4,44349E-7	0,04367852211	0,113792903721	45018,1657402894
74	0	0,232704605845	0	0,816148328294	0,043268222362	0,106949135661	45018,4291862731
75	0,405736948128	0,399004946676	1,56262457914	1,440587105543	0,043268222362	0,106949135661	45018,5334308102
